Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge,
"Fidelity Euro Bond A-EUR",EUR,3,Y,N,N,N,0.75%,1.00%,EUR 1408.00,1000.00,100.00,,Reinvest,Y,0,
"Fidelity Asian Smaller Companies A-USD",USD,10,Y,N,N,N,1.50%,1.93%,USD 1117.00,1000.00,100.00,1.31%,Reinvest,Y,0,
"United Global Telecoms Fund SGD",SGD,10,Y,N,N,Y,1.50%,2.42%,SGD 13.59,1000.00,100.00,,,,0,
"NN (L) Greater China Equity P USD",USD,8,Y,N,N,Y,1.50%,1.90%,USD 397.50,1000.00,100.00,,,,0,
"NN (L) Emerging Markets Enhanced Index Sustainability Equity P USD",USD,9,Y,N,N,Y,0.35%,0.60%,USD 617.73,1000.00,100.00,,,,0,
"NN (L) US High Dividend P USD",USD,8,Y,N,N,Y,1.50%,1.80%,USD 314.17,1000.00,100.00,,,,0,
"AB SICAV I Sustainable Global Thematic A SGD",SGD,7,Y,N,N,N,1.70%,1.95%,USD 2495.77,3000.00,1000.00,,,,0,
"Blackrock Global Dynamic Equity A2 USD",USD,7,Y,N,N,Y,1.50%,1.83%,USD 494.32,1000.00,100.00,,,,0,
"Blackrock World Gold Fund A2 USD",USD,10,Y,N,N,Y,1.75%,2.06%,USD 5690.01,1000.00,100.00,,,,0,
"Aviva Investors - Emerging Markets Equity Small Cap A USD",USD,10,Y,N,N,Y,1.70%,2.00%,USD 200.04,1000.00,100.00,,,,0,
"Allianz Dynamic Asian High Yield Bond Cl AMg DIS H2-GBP",GBP,5,Y,N,N,Y,1.25%,1.54%,USD 994.05,1000.00,100.00,7.81%,Payout,M,0,
"Fidelity World A-EUR",EUR,7,Y,N,N,N,1.50%,1.89%,USD 5311.00,1000.00,100.00,,Reinvest,Y,0,
"FTIF - Franklin US Opportunities A Acc USD",USD,8,Y,N,N,N,1.00%,1.84%,USD 8200.00,1000.00,100.00,,,,0,
"FTIF - Franklin US Opportunities A Acc SGD",SGD,8,Y,N,N,Y,1.00%,1.81%,USD 8200.00,1000.00,100.00,,,,0,
"Aberdeen Standard Singapore Equity SGD",SGD,8,Y,Y,N,Y,1.50%,1.63%,SGD 800.00,1000.00,100.00,,,,0,
"Eastspring Investments Unit Trusts - Asian Balanced SGD",SGD,6,Y,Y,Y,Y,1.30%,1.51%,SGD 976.60,1000.00,100.00,,,,0,
"Nikko AM Shenton Thrift Fund SGD",SGD,8,Y,Y,N,Y,0.75%,0.87%,SGD 82.76,500.00,100.00,,,,0,
"LionGlobal Korea Fund SGD",SGD,9,Y,N,N,Y,1.25%,1.67%,SGD 19.30,1000.00,100.00,,,,0,
"First Sentier Global Balanced A Acc USD",USD,6,Y,N,N,N,1.10%,1.69%,null ,1000.00,100.00,,,,0,
"Franklin Floating Rate A (dis) USD",USD,4,Y,N,N,N,0.53%,1.20%,USD 380.00,1000.00,100.00,4.49%,Payout,M,0,
"FTIF - Templeton Global Bond A (Mdis) SGD-H1",SGD,3,Y,N,N,Y,0.75%,1.43%,USD 6550.00,1000.00,100.00,5.36%,Reinvest,M,0,
"First Sentier Global Listed Infrastructure A DIS USD",USD,9,Y,N,N,N,1.50%,2.14%,USD 15.70,1000.00,100.00,1.97%,Reinvest,H,0,
"Aberdeen Standard Global Technology SGD",SGD,10,Y,N,N,Y,1.50%,1.75%,SGD 67.70,1000.00,100.00,,,,0,
"Fidelity US Dollar Bond A-USD",USD,3,Y,N,N,N,0.75%,1.04%,USD 1849.00,1000.00,100.00,0.88%,Reinvest,H,0,
"Allianz US High Yield Cl AM DIS H2-SGD",SGD,4,Y,N,N,Y,1.00%,1.36%,USD 1039.76,1000.00,100.00,6.52%,Payout,M,0,
"FTIF - Templeton Global Total Return A MDIS USD",USD,4,Y,N,N,N,0.75%,1.43%,USD 5960.00,1000.00,100.00,8.17%,Reinvest,M,0,
"Aberdeen Standard Pacific Equity USD",USD,8,Y,N,N,N,1.50%,1.65%,SGD 1700.00,1000.00,100.00,,,,0,
"Legg Mason Western Asset - Asian Opportunities A Acc USD",USD,4,Y,N,N,N,1.10%,1.34%,USD 600.00,1000.00,100.00,,,,0,
"JPMorgan Funds - Japan Equity A (dist) SGD",SGD,8,Y,N,N,Y,1.50%,1.80%,USD 5024.70,1000.00,100.00,0.04%,Reinvest,Y,0,
"FTIF - Templeton Global Equity Income A MDIS SGD",SGD,7,Y,N,N,Y,1.00%,1.90%,USD 81.00,1000.00,100.00,1.88%,Payout,M,0,
"HGIF - Chinese Equity AD SGD",SGD,9,Y,N,N,Y,1.50%,1.90%,USD 1338.08,1000.00,100.00,,Reinvest,Y,0,
"RHB Entrepreneur Fund USD",USD,8,Y,N,N,N,1.50%,1.82%,SGD 23.73,1000.00,500.00,,,,0,
"Fidelity US High Yield A-MDIST-USD",USD,4,Y,N,N,N,1.00%,1.39%,USD 4436.00,6000.00,100.00,4.51%,Payout,M,0,
"HGIF - Europe Value PD SGD",SGD,8,Y,N,N,Y,1.00%,1.35%,EUR 70.73,1000.00,100.00,2.15%,Reinvest,Y,0,
"Fidelity European Growth A-SGD",SGD,8,Y,N,N,Y,1.50%,1.89%,EUR 6927.00,1000.00,100.00,1.08%,Payout,Y,0,
"Schroder ISF China Opportunities A Acc SGD-H",SGD,9,Y,N,N,N,1.50%,1.88%,USD 1780.75,1500.00,100.00,,,,0,
"Schroder ISF Middle East A Acc SGD",SGD,9,Y,N,N,N,1.50%,2.04%,USD 63.94,1500.00,100.00,,,,0,
"Aberdeen Standard Global Emerging Markets USD",USD,9,Y,N,N,N,1.50%,1.75%,SGD 300.00,1000.00,100.00,,,,0,
"Allianz Dynamic Asian High Yield Bond Cl AMg DIS H2-RMB",CNH,5,Y,N,N,Y,1.25%,1.54%,USD 994.05,1000.00,100.00,10.88%,Payout,M,0,
"FTIF - Templeton Global Total Return A MDIS SGD",SGD,4,Y,N,N,Y,0.75%,1.43%,USD 5960.00,1000.00,100.00,8.33%,Reinvest,M,0,
"Allianz Dynamic Asian High Yield Bond Cl AMg DIS H2-SGD",SGD,5,Y,N,N,Y,1.25%,1.54%,USD 994.05,1000.00,100.00,8.39%,Payout,M,0,
"Schroder Singapore Trust A Dis SGD",SGD,8,Y,Y,N,Y,1.13%,1.32%,SGD 914.86,1000.00,100.00,2.95%,Reinvest,Q,0,
"Schroder Asian Equity Yield A Dis SGD",SGD,8,Y,Y,N,Y,1.50%,1.72%,SGD 256.22,1000.00,500.00,2.95%,Payout,M,0,
"Eastspring Investments Funds - Monthly Income Plan M SGD",SGD,4,Y,N,N,Y,1.25%,1.44%,SGD 721.40,1000.00,100.00,5.73%,Payout,M,0,
"Eastspring Investments - Asian Bond AADM AUD-H",AUD,4,Y,N,N,N,1.00%,1.33%,USD 3550.50,1000.00,100.00,5.29%,Payout,M,0,
"Allianz Europe Equity Growth Cl AT Acc EUR",EUR,8,Y,N,N,Y,1.50%,1.85%,EUR 7563.06,1000.00,100.00,,,,0,
"Legg Mason Brandywine - Global Fixed Income A Acc USD",USD,2,Y,N,N,N,1.10%,1.34%,USD 308.00,1000.00,100.00,,,,0,
"Legg Mason Western Asset - US High Yield A Mdis SGD-H Plus",SGD,4,Y,N,N,N,1.15%,1.42%,USD 221.00,1000.00,100.00,5.28%,Reinvest,M,0,
"United Asian Bond Fund USD",USD,4,Y,N,N,N,1.10%,1.32%,USD 73.67,1000.00,100.00,4.02%,Payout,M,0,
"Fullerton Dynamic Strategies - Balanced A SGD",SGD,6,Y,N,N,Y,1.20%,2.37%,SGD 8.18,1000.00,100.00,,,,0,
"HGIF - Thai Equity Fund CL AD USD",USD,9,Y,N,N,N,1.50%,1.85%,USD 42.02,1000.00,100.00,0.64%,Reinvest,Y,0,
"HGIF - India Fixed Income AC SGD",SGD,5,Y,N,N,Y,1.10%,1.45%,USD 825.80,1000.00,100.00,,,,0,
"Nikko AM Shenton Asia Bond Cl A SGD",SGD,4,Y,N,N,Y,1.00%,1.32%,SGD 37.34,1000.00,100.00,3.74%,Reinvest,H,0,
"HGIF - Asia ex Japan Equity Smaller Companies AD SGD",SGD,10,Y,N,N,Y,1.50%,1.85%,USD 902.53,1000.00,100.00,0.46%,Reinvest,Y,0,
"BNP Paribas Europe Emerging Equity EUR",EUR,9,Y,N,N,N,1.75%,2.22%,EUR 47.00,1000.00,100.00,,,,0,
"BNP Paribas Europe Equity Classic Cap EUR",EUR,8,Y,N,N,N,1.50%,1.97%,EUR 1376.00,1000.00,100.00,,,,0,
"Fidelity Global Dividend SR-ACC-SGD (CPF)",SGD,7,N,Y,N,N,1.30%,1.69%,USD 10502.00,1000.00,100.00,,,,0,
"Eastspring Investments Unit Trusts - Global Themes USD",USD,7,Y,N,N,N,1.50%,1.77%,SGD 21.60,1000.00,100.00,,,,0,
"AB FCP I Global High Yield AT AUD-H",AUD,4,Y,N,N,N,1.45%,1.58%,USD 20611.35,2000.00,750.00,6.68%,Payout,M,0,
"Fidelity Asian High Yield A-RMB (hedged)",CNH,5,Y,N,N,N,1.00%,1.39%,USD 5191.00,1000.00,100.00,5.32%,Payout,Q,0,
"Schroder ISF Global Corporate Bond A Dis SGD-H",SGD,3,Y,N,N,N,0.75%,1.07%,USD 2819.49,1500.00,100.00,2.66%,Payout,H,0,
"Fidelity Global Dividend SR-MINCOME(G)-SGD (CPF)",SGD,7,N,Y,N,N,1.30%,1.69%,USD 10502.00,1000.00,100.00,2.51%,Reinvest,M,0,
"Schroder ISF Global Multi-Asset Income A Dis SGD-H",SGD,5,Y,N,N,N,1.25%,1.57%,USD 2115.06,1000.00,100.00,4.91%,Payout,M,0,
"Threadneedle (Lux) Enhanced Commodities ASH Acc SGD-H",SGD,10,Y,N,N,Y,1.75%,2.05%,USD 572.70,2500.00,100.00,,,,0,
"Eastspring Investments - Asian Property Securities ASDQ SGD",SGD,10,Y,N,N,N,1.50%,2.32%,USD 19.80,1000.00,100.00,3.71%,Payout,Q,0,
"Schroder ISF Global Corporate Bond A Acc USD",USD,3,Y,N,N,N,0.75%,1.04%,USD 2819.49,1000.00,100.00,,,,0,
"Legg Mason ClearBridge - Value A Acc USD",USD,8,Y,N,N,N,1.35%,1.80%,USD 670.00,1000.00,100.00,,,,0,
"Schroder ISF Global Emerging Market Opportunities A Acc USD",USD,9,Y,N,N,N,1.50%,1.86%,USD 1937.29,1000.00,100.00,,,,0,
"Legg Mason Western Asset - Singapore Bond A Acc SGD",SGD,1,Y,Y,Y,Y,0.75%,0.95%,SGD 27.32,1000.00,100.00,,,,0,
"Eastspring Investments Unit Trusts - Dragon Peacock A SGD",SGD,9,Y,N,N,Y,1.50%,1.66%,SGD 1197.50,1000.00,100.00,,,,0,
"PIMCO Global Real Return Fund Cl E Acc USD",USD,2,Y,N,N,Y,1.39%,1.39%,USD 2900.00,1000.00,100.00,,,,0,
"Fidelity China RMB Bond A-ACC-RMB",CNH,5,Y,N,N,N,0.75%,1.08%,USD 566.00,1000.00,100.00,,,,0,
"Schroder ISF Global Multi-Asset Income A Dis AUD-H",AUD,5,Y,N,N,N,1.25%,1.57%,USD 2115.06,1000.00,100.00,4.77%,Payout,M,0,
"United Income Focus Trust Dis SGD",SGD,6,Y,N,N,Y,1.25%,1.56%,SGD 1213.11,1000.00,100.00,5.93%,Payout,M,0,
"FTIF - Franklin US Opportunities AS Acc SGD (CPF)",SGD,8,N,Y,N,N,1.00%,1.70%,USD 8200.00,1000.00,100.00,,,,0,
"Blackrock World Gold Fund A2 SGD-H",SGD,10,Y,N,N,Y,1.75%,2.06%,USD 5690.01,1000.00,100.00,,,,0,
"Eastspring Investments - Asian High Yield Bond ADM USD",USD,5,Y,N,N,N,1.00%,1.35%,USD 475.20,1000.00,100.00,7.69%,Payout,M,0,
"Eastspring Investments - Asian High Yield Bond ASDM SGD",SGD,5,Y,N,N,N,1.00%,1.36%,USD 475.20,1000.00,100.00,7.79%,Payout,M,0,
"Fidelity America A-SGD (hedged)",SGD,8,Y,N,N,Y,1.50%,1.89%,USD 2863.00,1000.00,100.00,,,,0,
"PIMCO Asia Strategic Interest Bond Fund Cl E Inc USD",USD,4,Y,N,N,Y,1.50%,1.50%,USD 291.20,1000.00,100.00,3.97%,Payout,M,0,
"Fidelity Global Financial Services A-EUR",EUR,10,Y,N,N,N,1.50%,1.91%,EUR 1257.00,1000.00,100.00,0.18%,Reinvest,Y,0,
"Aberdeen Standard Pacific Equity SGD",SGD,8,Y,Y,N,Y,1.50%,1.64%,SGD 1700.00,1000.00,100.00,,,,0,
"Principal Malaysia Titans Plus Fund Class SGD",SGD,9,Y,N,N,Y,1.50%,1.58%,SGD 0.11,1000.00,100.00,4.75%,Payout,Y,0,
"Natixis Loomis Sayles Multisector Income RD USD",USD,3,Y,N,N,N,1.25%,1.37%,USD 895.50,1100.00,100.00,2.67%,Payout,Q,0,
"HGIF - Euroland Value AD EUR",EUR,8,Y,N,N,N,1.50%,1.85%,EUR 551.87,1000.00,100.00,1.55%,Reinvest,Y,0,
"HGIF - Global Emerging Markets Equity PC SGD",SGD,9,Y,N,N,N,1.00%,1.40%,USD 346.02,1000.00,100.00,,,,0,
"Threadneedle (Lux) Pan European Small Cap Opportunities AE Acc EUR",EUR,10,Y,N,N,Y,1.50%,1.85%,EUR 1036.00,1000.00,100.00,,,,0,
"HGIF - Global Short Duration Bond AC USD",USD,2,Y,N,N,Y,0.50%,0.70%,USD 139.38,1000.00,100.00,,,,0,
"LionGlobal Asia Bond SGD",SGD,4,Y,N,N,Y,1.00%,1.11%,SGD 142.60,1000.00,100.00,3.08%,Reinvest,Q,0,
"FTIF - Franklin Mutual Global Discovery A Acc USD",USD,7,Y,N,N,N,1.00%,1.88%,USD 513.00,1000.00,100.00,,,,0,
"Blackrock European Special Situations A2 AUD-H",AUD,8,Y,N,N,Y,1.50%,1.83%,EUR 1344.67,1000.00,100.00,,,,0,
"Neuberger Berman Emerging Market Debt Blend A MDis USD",USD,5,Y,N,N,Y,1.40%,1.56%,USD 1590.24,1000.00,100.00,6.02%,Payout,M,0,
"Principal DALI Opportunities Fund Class SGD",SGD,9,Y,N,N,Y,1.50%,1.56%,SGD 0.10,1000.00,100.00,,Reinvest,Y,0,
"United SGD Fund Cl A Acc USD-H",USD,2,Y,N,N,N,0.63%,0.65%,USD 1988.31,1000.00,100.00,,,,0,
"Threadneedle (Lux) Pan European ESG Equities AE Acc EUR",EUR,8,Y,N,N,Y,1.30%,1.80%,EUR 382.30,1000.00,100.00,,,,0,
"United Asian High Yield Bond Dis USD",USD,5,Y,N,N,N,1.25%,1.50%,USD 209.60,1000.00,100.00,6.94%,Payout,M,0,
"BNP Paribas Russia Equity EUR",EUR,9,Y,N,N,N,1.75%,2.21%,EUR 921.00,1000.00,100.00,,,,0,
"United SGD Fund Cl A Dis USD-H",USD,2,Y,N,N,N,0.63%,0.66%,USD 1988.31,1000.00,100.00,2.53%,Payout,Q,0,
"PineBridge Singapore Bond Fund SGD",SGD,1,Y,Y,Y,Y,0.75%,0.85%,SGD 547.61,1000.00,100.00,,,,0,
"Eastspring Investments - India Equity A USD",USD,9,Y,N,N,N,1.50%,2.19%,USD 142.00,1000.00,100.00,,,,0,
"FTIF - Franklin Biotechnology Discovery A Acc SGD",SGD,10,Y,N,N,Y,1.00%,1.85%,USD 2420.00,1000.00,100.00,,,,0,
"JPMorgan Funds - Global Natural Resources A (acc) USD",USD,10,Y,N,N,Y,1.50%,1.76%,USD 1239.80,1000.00,500.00,,,,0,
"JPMorgan Funds - Russia A (dist) USD",USD,9,Y,N,N,Y,1.50%,1.80%,USD 436.10,1000.00,500.00,3.59%,Reinvest,Y,0,
"Natixis Loomis Sayles Global Opportunities Bond RD USD",USD,3,Y,N,N,N,1.25%,1.50%,USD 142.50,1000.00,100.00,0.85%,Payout,Q,0,
"Blackrock Emerging Markets Bond A2 EUR-H",EUR,5,Y,N,N,Y,1.25%,1.47%,USD 1663.13,1000.00,100.00,,,,0,
"Nikko AM Japan Dividend Equity SGD",SGD,8,Y,Y,N,Y,1.50%,1.65%,JPY 13977.79,1000.00,100.00,5.17%,Payout,M,0,
"Schroder AS Commodity A Acc EUR-H",EUR,10,Y,N,N,N,1.50%,1.95%,USD 593.49,10000.00,5000.00,,,,0,
"Schroder ISF European Value A Acc EUR",EUR,8,Y,N,N,N,1.50%,1.85%,EUR 282.75,1000.00,100.00,,,,0,
"PIMCO US High Yield Bond Fund Cl E Acc USD",USD,4,Y,N,N,Y,1.45%,1.45%,USD 4200.00,1000.00,500.00,,,,0,
"PIMCO Total Return Bond Fund Cl E Acc USD",USD,3,Y,N,N,Y,1.40%,1.40%,USD 5700.00,1000.00,500.00,,,,0,
"Legg Mason QS - MV Asia Pacific ex Japan Equity Growth and Income A Mdis SGD-H Plus",SGD,9,Y,N,N,N,1.35%,1.83%,USD 30.15,1000.00,100.00,3.92%,Reinvest,M,0,
"FTIF - Franklin Gold and Precious Metals A (acc) SGD",SGD,10,Y,N,N,Y,1.00%,1.82%,USD 437.00,1000.00,100.00,,,,0,
"BNP Paribas Local Emerging Bond USD",USD,5,Y,N,N,N,1.40%,1.77%,USD 460.00,1000.00,100.00,,,,0,
"BNP Paribas Emerging Equity USD",USD,9,Y,N,N,N,1.75%,2.22%,USD 609.00,1000.00,100.00,,,,0,
"DWS Global Agribusiness A2 USD",USD,10,Y,N,N,N,1.50%,1.67%,USD 57.40,1000.00,100.00,,,,0,
"DWS Invest Top Dividend LDQ SGD",SGD,7,Y,N,N,N,1.50%,1.60%,EUR 2521.50,1000.00,100.00,2.37%,Payout,Q,0,
"Janus Henderson Horizon Pan European Property Equities A2 USD-H",USD,10,Y,N,N,N,1.20%,1.87%,EUR 518.55,1000.00,100.00,,,,0,
"PIMCO Global Investment Grade Credit Fund Cl E Acc USD",USD,3,Y,N,N,Y,1.39%,1.39%,USD 22300.00,1000.00,500.00,,,,0,
"Eastspring Investments - Asian Property Securities AS SGD",SGD,10,Y,N,N,Y,1.50%,2.31%,USD 19.80,1000.00,100.00,,,,0,
"Eastspring Investments - US High Investment Grade Bond AS SGD",SGD,3,Y,N,N,Y,1.25%,1.59%,USD 225.90,1000.00,100.00,,,,0,
"FTIF - Franklin Income A MDIS USD",USD,6,Y,N,N,N,0.85%,1.72%,USD 1410.00,1000.00,100.00,5.78%,Payout,M,0,
"Manulife Global Fund - Strategic Income Fund S SGD-H",SGD,4,Y,N,N,Y,1.25%,,USD 33.12,1000.00,100.00,1.64%,Payout,M,0,
"Legg Mason Western Asset - US High Yield A Mdis USD",USD,4,Y,N,N,N,1.15%,1.42%,USD 221.00,1000.00,100.00,3.81%,Reinvest,M,0,
"Fidelity China Innovation A-USD",USD,9,Y,N,N,N,1.50%,1.88%,USD 108.00,1000.00,100.00,0.08%,Reinvest,Y,0,
"Fidelity Asian High Yield A-MDIST-SGD (hedged)",SGD,5,Y,N,N,Y,1.00%,1.39%,USD 5191.00,1000.00,100.00,6.18%,Payout,M,0,
"FTIF - Templeton Asian Bond A (Mdis) USD",USD,4,Y,N,N,N,0.75%,1.44%,USD 238.00,1000.00,100.00,2.49%,Payout,M,0,
"FTIF - Templeton Global Bond A (Mdis) SGD",SGD,3,Y,N,N,Y,0.75%,1.44%,USD 6550.00,1000.00,100.00,5.35%,Reinvest,M,0,
"FTIF - Templeton Global A Acc SGD",SGD,7,Y,N,N,Y,1.00%,1.84%,USD 854.00,1000.00,100.00,,,,0,
"JPMorgan Funds - Emerging Markets Equity A (dist) USD",USD,9,Y,N,N,Y,1.50%,1.72%,USD 13079.80,1000.00,500.00,0.02%,Reinvest,Y,0,
"Eastspring Investments - India Discovery Fund A USD",USD,9,Y,N,N,N,1.50%,6.21%,USD 1.00,1000.00,100.00,,,,0,
"Legg Mason Western Asset - Short Duration High Income Bond A Mdis USD",USD,4,Y,N,N,N,1.10%,1.39%,USD 28.11,1000.00,100.00,3.46%,Reinvest,M,0,
"FTIF - Templeton Global Balanced A Acc SGD",SGD,6,Y,N,N,Y,0.80%,1.66%,USD 596.00,1000.00,100.00,,,,0,
"Blackrock Global Allocation A2 USD",USD,6,Y,N,N,Y,1.50%,1.78%,USD 17555.88,1000.00,100.00,,,,0,
"Allianz Europe Equity Growth Cl AT Acc H2-SGD",SGD,8,Y,N,N,Y,1.50%,1.84%,EUR 7563.06,1000.00,100.00,,,,0,
"Fullerton Asia Income Return A SGD",SGD,6,Y,N,N,Y,1.20%,1.55%,SGD 115.29,1000.00,100.00,4.74%,Payout,M,0,
"Fullerton Lux Funds - Asian Bonds A Dis USD",USD,3,Y,N,N,N,1.00%,1.15%,USD 333.25,1000.00,100.00,3.88%,Payout,Q,0,
"Schroder ISF Global Dividend Maximiser A Dis AUD-H",AUD,7,Y,N,N,N,1.50%,1.90%,USD 1693.28,1000.00,100.00,6.74%,Payout,M,0,
"United Asian High Yield Bond Acc SGD",SGD,5,Y,N,N,Y,1.25%,1.50%,SGD 278.85,1000.00,100.00,,,,0,
"Fidelity Emerging Asia A-USD",USD,9,Y,N,N,N,1.50%,1.94%,USD 730.00,1000.00,100.00,,Reinvest,Y,0,
"Fidelity Emerging Asia A-EUR",EUR,9,Y,N,N,N,1.50%,1.94%,USD 730.00,1000.00,100.00,,Reinvest,Y,0,
"HGIF - BRIC Equity M2C SGD",SGD,9,Y,N,N,N,1.00%,1.35%,USD 277.69,1000.00,100.00,,,,0,
"FTIF - Franklin India A (acc) USD",USD,9,Y,N,N,N,1.00%,1.89%,USD 1250.00,1000.00,100.00,,,,0,
"HGIF - Global Short Duration Bond AC SGD",SGD,2,Y,N,N,Y,0.50%,0.70%,USD 139.38,1000.00,100.00,,,,0,
"HGIF - Global Short Duration Bond ACH SGD",SGD,2,Y,N,N,Y,0.50%,0.72%,USD 139.38,1000.00,100.00,,,,0,
"FTIF - Franklin Gold and Precious Metals A (acc) USD",USD,10,Y,N,N,N,1.00%,1.85%,USD 437.00,1000.00,100.00,,,,0,
"FTIF - Templeton European Opportunities A Acc SGD-H1",SGD,8,Y,N,N,Y,1.00%,1.88%,EUR 141.00,1000.00,100.00,,,,0,
"FTIF - Templeton Asian Growth A Acc SGD",SGD,8,Y,N,N,Y,1.35%,2.21%,USD 3480.00,1000.00,100.00,,,,0,
"Fullerton Lux Funds - Asian Currency Bond A Dis SGD",SGD,4,Y,N,N,Y,1.00%,1.15%,SGD 174.52,1000.00,100.00,,Reinvest,H,0,
"Fullerton Lux Funds - Asia Focus Equities A Acc SGD",SGD,8,Y,N,N,Y,1.75%,1.90%,SGD 473.95,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Emerging Market Short-Term Bonds ASC Inc SGD-H",SGD,4,Y,N,N,Y,1.30%,1.60%,SGD 157.20,1000.00,100.00,4.80%,Payout,M,0,
"Nikko AM Japan Dividend Equity SGD-H",SGD,8,Y,Y,N,Y,1.50%,1.66%,JPY 13977.79,1000.00,100.00,5.09%,Payout,M,0,
"Aviva Investors - Global Convertibles A USD",USD,5,Y,N,N,Y,1.20%,1.39%,USD 491.28,1000.00,100.00,,,,0,
"Aviva Investors - Global High Yield Bond A USD",USD,4,Y,N,N,Y,1.20%,1.40%,USD 3256.93,1000.00,100.00,,,,0,
"Wells Fargo China A Focus Fund Cl A Acc USD",USD,9,Y,N,N,N,1.50%,1.80%,USD 21.89,1100.00,100.00,,,,0,
"NN (L) Emerging Markets High Dividend X USD",USD,9,Y,N,N,Y,2.00%,2.40%,EUR 215.32,1000.00,100.00,,,,0,
"Allianz Europe Equity Growth Select Cl AT Acc EUR",EUR,8,Y,N,N,Y,1.50%,1.85%,EUR 1087.44,1000.00,100.00,,,,0,
"Infinity European Stock Index SGD",SGD,8,Y,N,N,Y,0.47%,1.17%,SGD 9.60,1000.00,100.00,,,,0,
"Fidelity Flexible Bond A-GBP",GBP,3,Y,N,N,N,1.00%,1.42%,GBP 433.00,1000.00,100.00,1.34%,Payout,Q,0,
"FTIF - Templeton China A Acc USD",USD,8,Y,N,N,N,1.60%,2.46%,USD 601.00,1000.00,100.00,,,,0,
"FTIF - Templeton China A Acc SGD",SGD,8,Y,N,N,Y,1.60%,2.46%,USD 601.00,1000.00,100.00,,,,0,
"Eastspring Investments - India Discovery Fund AS SGD-H",SGD,9,Y,N,N,N,1.50%,6.19%,USD 1.00,1000.00,100.00,,,,0,
"Eastspring Investments - Japan Dynamic A USD",USD,8,Y,N,N,N,1.50%,1.59%,JPY 132462.60,1000.00,100.00,,,,0,
"FTIF - Templeton Asian Smaller Companies A Acc SGD",SGD,10,Y,N,N,Y,1.35%,2.27%,USD 1010.00,1000.00,100.00,,,,0,
"Legg Mason Western Asset - Asian Bond Trust A Acc SGD",SGD,4,Y,N,N,Y,1.00%,1.32%,SGD 18.52,1000.00,100.00,,,,0,
"Aviva Investors - Global High Yield Bond Ah SGD",SGD,4,Y,N,N,Y,1.20%,1.40%,null 3256.93,1000.00,100.00,,,,0,
"Allianz Flexi Asia Bond Cl AM DIS H2-SGD",SGD,4,Y,N,N,Y,1.25%,1.54%,USD 438.32,1000.00,100.00,4.76%,Payout,M,0,
"Eastspring Investments - Asian Bond ADQ USD",USD,4,Y,N,N,N,1.00%,1.33%,USD 3550.50,1000.00,100.00,4.93%,Payout,Q,0,
"United Asia Consumer Fund SGD",SGD,10,Y,N,N,Y,1.50%,3.55%,SGD 3.95,1000.00,100.00,,Reinvest,F,0,
"Schroder ISF Asian Total Return A Dis SGD",SGD,8,Y,N,N,Y,1.50%,1.85%,USD 6620.86,1000.00,100.00,,Payout,Y,0,
"Allianz European Equity Dividend Cl AM DIS H2-AUD",AUD,8,Y,N,N,Y,1.50%,1.83%,EUR 1817.89,1000.00,100.00,5.59%,Payout,M,0,
"Allianz European Equity Dividend Cl AT Acc EUR",EUR,8,Y,N,N,Y,1.50%,1.83%,EUR 1817.89,1000.00,100.00,,,,0,
"Eastspring Investments - US Investment Grade Bond AS SGD",SGD,3,Y,N,N,N,1.25%,1.61%,USD 339.20,1000.00,100.00,,,,0,
"FTIF - Templeton Emerging Markets Bond A (Qdis) USD",USD,5,Y,N,N,N,1.00%,1.92%,USD 4590.00,1000.00,100.00,8.97%,Reinvest,Q,0,
"FTIF - Templeton Global Equity Income A MDIS USD",USD,7,Y,N,N,N,1.00%,1.60%,USD 81.00,1000.00,100.00,1.43%,Reinvest,M,0,
"PIMCO Total Return Bond Fund Cl E Inc USD",USD,3,Y,N,N,Y,1.40%,1.40%,USD 5700.00,1000.00,100.00,0.96%,Payout,Q,0,
"Aberdeen Standard Global Opportunities USD",USD,7,Y,N,N,N,1.50%,1.75%,SGD 86.60,1000.00,100.00,,,,0,
"Fidelity China Consumer A-USD",USD,9,Y,N,N,N,1.50%,1.91%,USD 6608.00,1000.00,100.00,,Reinvest,Y,0,
"Allianz Hong Kong Equity AT Acc SGD",SGD,9,Y,N,N,Y,1.50%,1.85%,HKD 2500.48,1000.00,100.00,,,,0,
"Allianz Oriental Income Cl AT Acc SGD",SGD,6,Y,N,N,Y,1.50%,1.85%,USD 1162.26,1000.00,100.00,,,,0,
"DWS Singapore Equity A SGD",SGD,8,Y,N,N,Y,1.50%,2.31%,SGD 7.59,1000.00,100.00,,,,0,
"Schroder China Opportunities Acc SGD",SGD,9,Y,Y,N,Y,1.45%,1.67%,SGD 183.57,1000.00,500.00,,,,0,
"Eastspring Investments - Asian Dynamic Cl A USD",USD,8,Y,N,N,N,2.00%,2.66%,USD 96.30,1000.00,100.00,,,,0,
"Allianz Europe Equity Growth Select Cl AT Acc H2-SGD",SGD,8,Y,N,N,Y,1.50%,1.86%,EUR 1087.44,1000.00,100.00,,,,0,
